nohup: ignoring input
/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: '/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/image.so: undefined symbol: _ZN3c1017RegisterOperatorsD1Ev'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn(
/home/shaokun/PALM/main.py:54: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()
Namespace(in_dataset='CIFAR-100', out_datasets=['inat', 'sun50', 'places50', 'dtd'], backbone='resnet34', method='top5-palm-cache6-ema0.999', seed=1, gpu='0', epochs=50, batch_size=128, lr=0.001, weight_decay=0.0001, print_every=50, fine_tune=False, temp=0.08, cosine=True, warm=False, lr_decay_epochs='700,800,900', lr_decay_rate=0.1, layers=100, depth=40, width=4, growth=12, droprate=0.0, save_path='CIFAR-10-ResNet18.pt', load_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt', reduce=0.5, score='mahalanobis', threshold=1.0, k=5, momentum=0.9, proto_m=0.999, cache_size=6, nviews=2, lambda_pcon=1.0, epsilon=0.05, incremental=False, use_lora=True, lora_impl='peft', lora_r=8, lora_alpha=32, lora_dropout=0.05, lora_target='both', adapter_save_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter', adapter_load_path=None, adapter_load_paths=None, lora_new_adapter_name=None, lora_stack=False, lora_orth_enable=False, lora_orth_lambda=0.1, forget_classes='0,8,11,40,51,66,67,88,94,57', forget_list_path=None, forget_classes_inc=None, forget_classes_seen=None, retain_exclude_csv=None, forget_csv=None, forget_lambda=0.2, forget_margin=100.0, forget_strategy='proto', centers_path=None, precision_path=None, batch_forget_mode='balanced', forget_proto_enable=False, forget_attr_w=1.0, forget_proto_rep_w=1.0, forget_avgproto_enable=True, forget_avgproto_w=1.0, umap_enable=False, umap_by='domain', umap_max_points=20000, umap_neighbors=15, umap_min_dist=0.05, umap_metric='cosine', umap_save_path=None, umap_rf_only=False, keep_cache=False, argument=True)
Files already downloaded and verified
ckpt loaded from checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt
resnet34-top5-palm-cache6-ema0.999: Number of model parameters: 21843904
[debug] trainable_count = 16
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_B.default.weight
[debug] trainable: base_model.model.head.2.lora_A.default.weight
[debug] trainable: base_model.model.head.2.lora_B.default.weight
[debug][warn] non-LoRA trainables detected: ['base_model.model.encoder.layer4.0.conv1.lora_A.default.weight', 'base_model.model.encoder.layer4.0.conv1.lora_B.default.weight', 'base_model.model.encoder.layer4.0.conv2.lora_A.default.weight', 'base_model.model.encoder.layer4.0.conv2.lora_B.default.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_A.default.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_B.default.weight', 'base_model.model.encoder.layer4.1.conv1.lora_A.default.weight', 'base_model.model.encoder.layer4.1.conv1.lora_B.default.weight', 'base_model.model.encoder.layer4.1.conv2.lora_A.default.weight', 'base_model.model.encoder.layer4.1.conv2.lora_B.default.weight']
  0%|          | 0/50 [00:00<?, ?it/s]/home/shaokun/PALM/trainer.py:139: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast( 2  2%|▏         | 1/50 [00:25<21:02, 25.77s/i   4%|▍         | 2/50 [00:46<18:12, 22.77s/it]  6%|▌         | 3/50 [01:07<17:13, 21.99s/it]  8%|▊         | 4/50 [01:28<16:32, 21.58s/it] 10%|█         | 5/50 [01:42<14:08, 18.86s/it] 12%|█▏        | 6/50 [01:58<13:03, 17.81s/it] 14%|█▍        | 7/50 [02:08<11:01, 15.39s/it][loss] ep 0 it 0 total=9.1226 mle=1.5803 pcon=5.2951 forget=2.3854 favg=-0.1382 nr=128 nf=95 protos=600 fproto_sim=NA
[loss] ep 0 it 50 total=8.9081 mle=1.4909 pcon=5.2914 forget=2.3537 favg=-0.2279 nr=128 nf=96 protos=600 fproto_sim=NA
[loss] ep 0 it 100 total=9.1772 mle=1.6391 pcon=5.2875 forget=2.3816 favg=-0.1311 nr=128 nf=99 protos=600 fproto_sim=NA
[loss] ep 0 it 150 total=9.2657 mle=1.8130 pcon=5.2841 forget=2.3525 favg=-0.1838 nr=128 nf=96 protos=600 fproto_sim=NA
[loss] ep 0 it 200 total=9.2345 mle=1.8135 pcon=5.2802 forget=2.3236 favg=-0.1829 nr=128 nf=95 protos=600 fproto_sim=NA
[loss] ep 0 it 250 total=8.8564 mle=1.4461 pcon=5.2762 forget=2.3792 favg=-0.2451 nr=128 nf=101 protos=600 fproto_sim=NA
[loss] ep 0 it 300 total=8.9972 mle=1.4831 pcon=5.2726 forget=2.3775 favg=-0.1360 nr=128 nf=97 protos=600 fproto_sim=NA
[loss] ep 0 it 350 total=9.1585 mle=1.4994 pcon=5.2693 forget=2.4357 favg=-0.0458 nr=128 nf=93 protos=600 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter
[loss] ep 1 it 10 total=9.1162 mle=1.7197 pcon=5.2657 forget=2.3580 favg=-0.2272 nr=128 nf=98 protos=600 fproto_sim=NA
[loss] ep 1 it 60 total=8.8507 mle=1.2957 pcon=5.2618 forget=2.4521 favg=-0.1589 nr=128 nf=93 protos=600 fproto_sim=NA
[loss] ep 1 it 110 total=8.8876 mle=1.4153 pcon=5.2582 forget=2.3926 favg=-0.1785 nr=128 nf=94 protos=600 fproto_sim=NA
[loss] ep 1 it 160 total=8.6608 mle=1.1732 pcon=5.2546 forget=2.4271 favg=-0.1941 nr=128 nf=100 protos=600 fproto_sim=NA
[loss] ep 1 it 210 total=9.0908 mle=1.5839 pcon=5.2510 forget=2.3914 favg=-0.1355 nr=128 nf=98 protos=600 fproto_sim=NA
[loss] ep 1 it 260 total=8.9684 mle=1.5961 pcon=5.2475 forget=2.3748 favg=-0.2500 nr=128 nf=97 protos=600 fproto_sim=NA
[loss] ep 1 it 310 total=8.9578 mle=1.6190 pcon=5.2441 forget=2.3531 favg=-0.2583 nr=128 nf=97 protos=600 fproto_sim=NA
[loss] ep 1 it 360 total=9.0017 mle=1.6114 pcon=5.2407 forget=2.3750 favg=-0.2253 nr=128 nf=97 protos=600 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter
[loss] ep 2 it 20 total=8.8866 mle=1.5294 pcon=5.2372 forget=2.3616 favg=-0.2416 nr=128 nf=99 protos=600 fproto_sim=NA
[loss] ep 2 it 70 total=8.8260 mle=1.3554 pcon=5.2341 forget=2.4297 favg=-0.1932 nr=128 nf=96 protos=600 fproto_sim=NA
[loss] ep 2 it 120 total=8.7298 mle=1.4283 pcon=5.2308 forget=2.3529 favg=-0.2822 nr=128 nf=92 protos=600 fproto_sim=NA
[loss] ep 2 it 170 total=9.0183 mle=1.6473 pcon=5.2275 forget=2.3772 favg=-0.2338 nr=128 nf=97 protos=600 fproto_sim=NA
[loss] ep 2 it 220 total=8.6925 mle=1.3786 pcon=5.2240 forget=2.3835 favg=-0.2937 nr=128 nf=89 protos=600 fproto_sim=NA
[loss] ep 2 it 270 total=9.0017 mle=1.7361 pcon=5.2205 forget=2.3696 favg=-0.3245 nr=128 nf=98 protos=600 fproto_sim=NA
[loss] ep 2 it 320 total=8.3980 mle=1.3940 pcon=5.2170 forget=2.3569 favg=-0.5698 nr=128 nf=96 protos=600 fproto_sim=NA
[loss] ep 2 it 370 total=8.1629 mle=1.4041 pcon=5.2133 forget=2.3360 favg=-0.7905 nr=128 nf=96 protos=600 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter
[loss] ep 3 it 30 total=7.9790 mle=1.6233 pcon=5.2090 forget=2.2541 favg=-1.1074 nr=128 nf=100 protos=600 fproto_sim=NA
[loss] ep 3 it 80 total=7.4344 mle=1.4908 pcon=5.2043 forget=2.1817 favg=-1.4424 nr=128 nf=95 protos=600 fproto_sim=NA
[loss] ep 3 it 130 total=7.5213 mle=1.7710 pcon=5.1992 forget=2.1146 favg=-1.5635 nr=128 nf=97 protos=600 fproto_sim=NA
[loss] ep 3 it 180 total=7.3365 mle=1.8279 pcon=5.1944 forget=2.0779 favg=-1.7637 nr=128 nf=96 protos=600 fproto_sim=NA
[loss] ep 3 it 230 total=7.3967 mle=1.8662 pcon=5.1896 forget=2.0910 favg=-1.7500 nr=128 nf=100 protos=600 fproto_sim=NA
[loss] ep 3 it 280 total=7.7224 mle=1.8925 pcon=5.1847 forget=2.1315 favg=-1.4863 nr=128 nf=96 protos=600 fproto_sim=NA
[loss] ep 3 it 330 total=8.5444 mle=1.8687 pcon=5.1799 forget=2.1414 favg=-0.6455 nr=128 nf=98 protos=600 fproto_sim=NA
[loss] ep 3 it 380 total=9.9748 mle=1.7480 pcon=5.1753 forget=2.1872 favg=0.8643 nr=128 nf=97 protos=600 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.2-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter
[loss] ep 4 it 40 total=10.4234 mle=1.7643 pcon=5.1709 forget=2.2050 favg=1.2832 nr=128 nf=100 protos=600 fproto_sim=NA
[loss] ep 4 it 90 total=10.0948 mle=1.3217 pcon=5.1670 forget=2.3356 favg=1.2705 nr=128 nf=91 protos=600 fproto_sim=NA
[loss] ep 4 it 140 total=10.3227 mle=1.7975 pcon=5.1635 forget=2.3012 favg=1.0605 nr=128 nf=98 protos=600 fproto_sim=NA
[loss] ep 4 it 190 total=9.8332 mle=1.5507 pcon=5.1604 forget=2.3399 favg=0.7822 nr=128 nf=95 protos=600 fproto_sim=NA
[loss] ep 4 it 240 total=9.4420 mle=1.3866 pcon=5.1579 forget=2.3462 favg=0.5513 nr=128 nf=99 protos=600 fproto_sim=NA
[loss] ep 4 it 290 total=9.1583 mle=1.1967 pcon=5.1556 forget=2.3580 favg=0.4480 nr=128 nf=96 protos=600 fproto_sim=NA
[loss] ep 4 it 340 total=9.3868 mle=1.5700 pcon=5.1535 forget=2.3171 favg=0.3462 nr=128 nf=93 protos=600 fproto_sim=NA
[loss] ep 5 it 0 total=9.0910 mle=1.1700 pcon=5.1515 forget=2.3784 favg=0.3911 nr=128 nf=97 protos=600 fproto_sim=NA
[loss] ep 5 it 50 total=9.3148 mle=1.5287 pcon=5.1493 forget=2.3419 favg=0.2949 nr=128 nf=97 protos=600 fproto_sim=NA
[loss] ep 5 it 100 total=9.2898 mle=1.5962 pcon=5.1474 forget=2.3523 favg=0.1940 nr=128 nf=94 protos=600 fproto_sim=NA
[loss] ep 5 it 150 total=9.1030 mle=1.5052 pcon=5.1456 forget=2.3393 favg=0.1129 nr=128 nf=99 protos=600 fproto_sim=NA
[loss] ep 5 it 200 total=8.6457 mle=1.5710 pcon=5.1436 forget=2.2607 favg=-0.3296 nr=128 nf=95 protos=600 fproto_sim=NA
[loss] ep 5 it 250 total=7.9332 mle=1.5224 pcon=5.1421 forget=2.0788 favg=-0.8101 nr=128 nf=94 protos=600 fproto_sim=NA
[loss] ep 5 it 300 total=9.4359 mle=1.7956 pcon=5.1405 forget=1.8954 favg=0.6045 nr=128 nf=96 protos=600 fproto_sim=NA
[loss] ep 5 it 350 total=9.9278 mle=1.6779 pcon=5.1379 forget=2.0836 favg=1.0283 nr=128 nf=95 protos=600 fproto_sim=NA
[loss] ep 6 it 10 total=9.6377 mle=1.3227 pcon=5.1352 forget=2.2901 favg=0.8896 nr=128 nf=94 protos=600 fproto_sim=NA
[loss] ep 6 it 60 total=9.4253 mle=1.3920 pcon=5.1323 forget=2.3844 favg=0.5166 nr=128 nf=97 protos=600 fproto_sim=NA
[loss] ep 6 it 110 total=9.0799 mle=1.2953 pcon=5.1293 forget=2.3941 favg=0.2612 nr=128 nf=96 protos=600 fproto_sim=NA
[loss] ep 6 it 160 total=8.8083 mle=1.3463 pcon=5.1262 forget=2.3483 favg=-0.0125 nr=128 nf=99 protos=600 fproto_sim=NA
[loss] ep 6 it 210 total=8.9131 mle=1.7123 pcon=5.1233 forget=2.2428 favg=-0.1653 nr=128 nf=100 protos=600 fproto_sim=NA
[loss] ep 6 it 260 total=8.4179 mle=1.4069 pcon=5.1212 forget=2.1684 favg=-0.2786 nr=128 nf=97 protos=600 fproto_sim=NA
[loss] ep 6 it 310 total=8.8002 mle=1.7539 pcon=5.1195 forget=1.9934 favg=-0.0666 nr=128 nf=94 protos=600 fproto_sim=NA
[loss] ep 6 it 360 total=9.5351 mle=1.8449 pcon=5.1181 forget=1.9076 favg=0.6646 nr=128 nf=89 protos=600 fproto_sim=NA
[loss] ep 7 it 20 total=9.6036 mle=1.6248 pcon=5.1175 forget=1.9174 favg=0.9438 nr=128 nf=92 protos=600 fproto_sim=NA
[loss] ep 7 it 70 total=9.3204 mle=1.5641 pcon=5.1167 forget=2.0068 favg=0.6328 nr=128 nf=99 protos=600 fproto_sim=NA
[loss] ep 7 it 120 total=8.7259 mle=1.6435 pcon=5.1157 forget=2.0422 favg=-0.0756 nr=128 nf=92 protos=600 fproto_sim=NA
[loss] ep 7 it 170 total=8.0197 mle=1.9491 pcon=5.1144 forget=1.7969 favg=-0.8408 nr=128 nf=96 protos=600 fproto_sim=NA
