nohup: ignoring input
/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: '/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/image.so: undefined symbol: _ZN3c1017RegisterOperatorsD1Ev'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn(
/home/shaokun/PALM/main.py:54: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()
Namespace(in_dataset='CIFAR-100', out_datasets=['inat', 'sun50', 'places50', 'dtd'], backbone='resnet34', method='top5-palm-cache6-ema0.999', seed=1, gpu='0', epochs=50, batch_size=128, lr=0.001, weight_decay=0.0001, print_every=50, fine_tune=False, temp=0.08, cosine=True, warm=False, lr_decay_epochs='700,800,900', lr_decay_rate=0.1, layers=100, depth=40, width=4, growth=12, droprate=0.0, save_path='CIFAR-10-ResNet18.pt', load_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt', reduce=0.5, score='mahalanobis', threshold=1.0, k=5, momentum=0.9, proto_m=0.999, cache_size=6, nviews=2, lambda_pcon=1.0, epsilon=0.05, incremental=False, use_lora=True, lora_impl='peft', lora_r=8, lora_alpha=32, lora_dropout=0.05, lora_target='both', adapter_save_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl1-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter', adapter_load_path=None, forget_classes='0,8,11,40,51,66,67,88,94,57', forget_list_path=None, forget_lambda=1.0, forget_margin=100.0, centers_path=None, precision_path=None, batch_forget_mode='balanced', forget_proto_enable=False, forget_attr_w=1.0, forget_proto_rep_w=1.0, forget_avgproto_enable=True, forget_avgproto_w=1.0, umap_enable=False, umap_by='domain', umap_max_points=20000, umap_neighbors=15, umap_min_dist=0.05, umap_metric='cosine', umap_save_path=None, umap_rf_only=False, keep_cache=False, argument=True)
Files already downloaded and verified
ckpt loaded from checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt
resnet34-top5-palm-cache6-ema0.999: Number of model parameters: 21843904
[debug] trainable_count = 16
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_B.default.weight
[debug] trainable: base_model.model.head.2.lora_A.default.weight
[debug] trainable: base_model.model.head.2.lora_B.default.weight
[debug][warn] non-LoRA trainables detected: ['base_model.model.encoder.layer4.0.conv1.lora_A.default.weight', 'base_model.model.encoder.layer4.0.conv1.lora_B.default.weight', 'base_model.model.encoder.layer4.0.conv2.lora_A.default.weight', 'base_model.model.encoder.layer4.0.conv2.lora_B.default.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_A.default.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_B.default.weight', 'base_model.model.encoder.layer4.1.conv1.lora_A.default.weight', 'base_model.model.encoder.layer4.1.conv1.lora_B.default.weight', 'base_model.model.encoder.layer4.1.conv2.lora_A.default.weight', 'base_model.model.encoder.layer4.1.conv2.lora_B.default.weight']
  0%|          | 0/50 [00:00<?, ?it/s]/home/shaokun/PALM/trainer.py:108: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast():
  2%|▏         | 1/50 [00:21<17:20, 21.23s/it]  4%|▍         | 2/50 [00:36<13:56, 17.43s/it]  6%|▌         | 3/50 [00:50<12:34, 16.06s/it]  8%|▊         | 4/50 [01:05<11:52, 15.50s/it] 10%|█         | 5/50 [01:19<11:26, 15.26s/it] 12%|█▏        | 6/50 [01:34<11:05, 15.12s/it] 14%|█▍        | 7/50 [01:49<10:44, 14.99s/it] 16%|█▌        | 8/50 [02:04<10:24, 14.87s/it][loss] ep 0 it 0 total=11.9406 mle=1.5709 pcon=5.2950 forget=6.8774 favg=-1.8027 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 50 total=11.6143 mle=1.5425 pcon=5.2879 forget=7.0066 favg=-2.2227 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 100 total=11.7358 mle=1.7004 pcon=5.2809 forget=6.8698 favg=-2.1152 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 150 total=11.7830 mle=1.8996 pcon=5.2738 forget=6.8479 favg=-2.2383 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 200 total=11.9088 mle=1.7128 pcon=5.2670 forget=6.9124 favg=-1.9834 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 250 total=11.5575 mle=1.5022 pcon=5.2603 forget=6.8906 favg=-2.0957 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 300 total=11.8718 mle=1.5595 pcon=5.2540 forget=6.9079 favg=-1.8496 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 350 total=11.5620 mle=1.6809 pcon=5.2476 forget=6.9440 favg=-2.3105 nr=64 nf=64 protos=540 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl1-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter
[loss] ep 1 it 10 total=11.4659 mle=1.6718 pcon=5.2408 forget=7.0415 favg=-2.4883 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 60 total=11.2642 mle=1.6372 pcon=5.2344 forget=6.8203 favg=-2.4277 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 110 total=10.7189 mle=1.5143 pcon=5.2281 forget=6.9042 favg=-2.9277 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 160 total=9.4376 mle=1.7802 pcon=5.2218 forget=6.8926 favg=-4.4570 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 210 total=7.2556 mle=1.7773 pcon=5.2153 forget=7.0208 favg=-6.7578 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 260 total=5.4411 mle=1.6129 pcon=5.2088 forget=7.2210 favg=-8.6016 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 310 total=4.6875 mle=1.7372 pcon=5.2021 forget=7.5295 favg=-9.7812 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 360 total=4.7293 mle=1.9618 pcon=5.1959 forget=7.7279 favg=-10.1562 nr=64 nf=64 protos=540 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl1-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter
[loss] ep 2 it 20 total=4.6873 mle=1.7033 pcon=5.1901 forget=7.9501 favg=-10.1562 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 2 it 70 total=6.7736 mle=2.0921 pcon=5.1847 forget=8.1999 favg=-8.7031 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 2 it 120 total=18.6022 mle=1.9070 pcon=5.1791 forget=8.7056 favg=2.8105 nr=64 nf=64 protos=540 fproto_sim=NA
