nohup: ignoring input
/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/io/image.py:13: UserWarning: Failed to load image Python extension: '/home/shaokun/anaconda3/envs/PPALM/lib/python3.10/site-packages/torchvision/image.so: undefined symbol: _ZN3c1017RegisterOperatorsD1Ev'If you don't plan on using image functionality from `torchvision.io`, you can ignore this warning. Otherwise, there might be something wrong with your environment. Did you have `libjpeg` or `libpng` installed before building `torchvision` from source?
  warn(
/home/shaokun/PALM/main.py:54: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = torch.cuda.amp.GradScaler()
Namespace(in_dataset='CIFAR-100', out_datasets=['inat', 'sun50', 'places50', 'dtd'], backbone='resnet34', method='top5-palm-cache6-ema0.999', seed=1, gpu='0', epochs=50, batch_size=128, lr=0.001, weight_decay=0.0001, print_every=50, fine_tune=False, temp=0.08, cosine=True, warm=False, lr_decay_epochs='700,800,900', lr_decay_rate=0.1, layers=100, depth=40, width=4, growth=12, droprate=0.0, save_path='CIFAR-10-ResNet18.pt', load_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt', reduce=0.5, score='mahalanobis', threshold=1.0, k=5, momentum=0.9, proto_m=0.999, cache_size=6, nviews=2, lambda_pcon=1.0, epsilon=0.05, incremental=False, use_lora=True, lora_impl='peft', lora_r=8, lora_alpha=32, lora_dropout=0.05, lora_target='both', adapter_save_path='checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.3-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter', adapter_load_path=None, forget_classes='0,8,11,40,51,66,67,88,94,57', forget_list_path=None, forget_lambda=0.3, forget_margin=100.0, centers_path=None, precision_path=None, batch_forget_mode='balanced', forget_proto_enable=False, forget_attr_w=1.0, forget_proto_rep_w=1.0, forget_avgproto_enable=True, forget_avgproto_w=1.0, umap_enable=False, umap_by='domain', umap_max_points=20000, umap_neighbors=15, umap_min_dist=0.05, umap_metric='cosine', umap_save_path=None, umap_rf_only=False, keep_cache=False, argument=True)
Files already downloaded and verified
ckpt loaded from checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-with-prototypes.pt
resnet34-top5-palm-cache6-ema0.999: Number of model parameters: 21843904
[debug] trainable_count = 16
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv1.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.conv2.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.0.shortcut.0.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv1.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.1.conv2.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv1.lora_B.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_A.default.weight
[debug] trainable: base_model.model.encoder.layer4.2.conv2.lora_B.default.weight
[debug] trainable: base_model.model.head.2.lora_A.default.weight
[debug] trainable: base_model.model.head.2.lora_B.default.weight
[debug][warn] non-LoRA trainables detected: ['base_model.model.encoder.layer4.0.conv1.lora_A.default.weight', 'base_model.model.encoder.layer4.0.conv1.lora_B.default.weight', 'base_model.model.encoder.layer4.0.conv2.lora_A.default.weight', 'base_model.model.encoder.layer4.0.conv2.lora_B.default.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_A.default.weight', 'base_model.model.encoder.layer4.0.shortcut.0.lora_B.default.weight', 'base_model.model.encoder.layer4.1.conv1.lora_A.default.weight', 'base_model.model.encoder.layer4.1.conv1.lora_B.default.weight', 'base_model.model.encoder.layer4.1.conv2.lora_A.default.weight', 'base_model.model.encoder.layer4.1.conv2.lora_B.default.weight']
  0%|          | 0/50 [00:00<?, ?it/s]/home/shaokun/PALM/trainer.py:108: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with torch.cuda.amp.autocast():
  2%|▏         | 1/50 [00:27<22:03, 27.00s/it]  4%|▍         | 2/50 [00:46<17:54, 22.39s/it]  6%|▌         | 3/50 [01:05<16:27, 21.00s/it]  8%|▊         | 4/50 [01:27<16:18, 21.28s/it] 10%|█         | 5/50 [01:53<17:22, 23.17s/it] 12%|█▏        | 6/50 [02:13<16:04, 21.93s/it] 14%|█▍        | 7/50 [02:32<15:02, 20.98s/it] 16%|█▌        | 8/50 [02:48<13:43, 19.61s/it][loss] ep 0 it 0 total=8.3883 mle=1.5710 pcon=5.2950 forget=2.0632 favg=-0.5410 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 50 total=8.2662 mle=1.5424 pcon=5.2879 forget=2.1020 favg=-0.6660 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 100 total=8.4091 mle=1.7005 pcon=5.2809 forget=2.0610 favg=-0.6333 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 150 total=8.5574 mle=1.8995 pcon=5.2738 forget=2.0544 favg=-0.6704 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 200 total=8.4608 mle=1.7132 pcon=5.2670 forget=2.0739 favg=-0.5933 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 250 total=8.2062 mle=1.5019 pcon=5.2603 forget=2.0675 favg=-0.6235 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 300 total=8.3397 mle=1.5597 pcon=5.2540 forget=2.0728 favg=-0.5469 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 0 it 350 total=8.3400 mle=1.6809 pcon=5.2476 forget=2.0843 favg=-0.6729 nr=64 nf=64 protos=540 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.3-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter
[loss] ep 1 it 10 total=8.3249 mle=1.6714 pcon=5.2409 forget=2.1148 favg=-0.7021 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 60 total=8.2974 mle=1.6370 pcon=5.2346 forget=2.0503 favg=-0.6245 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 110 total=8.2322 mle=1.5167 pcon=5.2284 forget=2.0838 favg=-0.5967 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 160 total=8.4699 mle=1.7802 pcon=5.2224 forget=2.0835 favg=-0.6162 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 210 total=8.3897 mle=1.7648 pcon=5.2166 forget=2.0772 favg=-0.6689 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 260 total=8.3133 mle=1.6039 pcon=5.2112 forget=2.0510 favg=-0.5527 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 310 total=8.4223 mle=1.7227 pcon=5.2055 forget=2.0654 favg=-0.5713 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 1 it 360 total=8.3731 mle=1.7940 pcon=5.2001 forget=2.0762 favg=-0.6973 nr=64 nf=64 protos=540 fproto_sim=NA
[peft] adapter saved to checkpoints/CIFAR-100-resnet34-top5-palm-cache6-ema0.999-b128-e50-lr0.001-wd1e-4-ltboth-bfmbalanced-fl0.3-lora_r8a32d0.05-temp0.08-fpw1.0-forget_avgproto_enable-planB_adapter
[loss] ep 2 it 20 total=8.0777 mle=1.5526 pcon=5.1948 forget=2.0607 favg=-0.7305 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 2 it 70 total=8.2807 mle=1.8869 pcon=5.1896 forget=2.0285 favg=-0.8242 nr=64 nf=64 protos=540 fproto_sim=NA
[loss] ep 2 it 120 total=8.1662 mle=1.7436 pcon=5.1842 forget=2.0528 favg=-0.8145 nr=64 nf=64 protos=540 fproto_sim=NA
